index,degree,edge_type,group
1605,14.0,a_both,miRNA
1606,9.0,a_both,miRNA
1607,2.0,a_both,miRNA
1608,9.0,a_both,miRNA
1609,20.0,a_both,miRNA
1610,2.0,a_both,miRNA
1611,6.0,a_both,miRNA
1612,0.0,a_both,miRNA
1613,12.0,a_both,miRNA
1614,6.0,a_both,miRNA
1615,4.0,a_both,miRNA
1616,14.0,a_both,miRNA
1617,11.0,a_both,miRNA
1618,6.0,a_both,miRNA
1619,8.0,a_both,miRNA
1620,8.0,a_both,miRNA
1621,5.0,a_both,miRNA
1622,4.0,a_both,miRNA
1623,4.0,a_both,miRNA
1624,6.0,a_both,miRNA
1625,6.0,a_both,miRNA
1626,14.0,a_both,miRNA
1627,14.0,a_both,miRNA
1628,10.0,a_both,miRNA
1629,7.0,a_both,miRNA
1630,7.0,a_both,miRNA
1631,10.0,a_both,miRNA
1632,6.0,a_both,miRNA
1633,15.0,a_both,miRNA
1634,12.0,a_both,miRNA
1635,8.0,a_both,miRNA
1636,12.0,a_both,miRNA
1637,8.0,a_both,miRNA
1638,5.0,a_both,miRNA
1639,12.0,a_both,miRNA
1640,6.0,a_both,miRNA
1641,14.0,a_both,miRNA
1642,11.0,a_both,miRNA
1643,14.0,a_both,miRNA
1644,2.0,a_both,miRNA
1645,6.0,a_both,miRNA
1646,9.0,a_both,miRNA
1647,5.0,a_both,miRNA
1648,10.0,a_both,miRNA
1649,6.0,a_both,miRNA
1650,11.0,a_both,miRNA
1651,4.0,a_both,miRNA
1652,3.0,a_both,miRNA
1653,5.0,a_both,miRNA
1654,16.0,a_both,miRNA
1655,6.0,a_both,miRNA
1656,13.0,a_both,miRNA
1657,12.0,a_both,miRNA
1658,12.0,a_both,miRNA
1659,4.0,a_both,miRNA
1660,5.0,a_both,miRNA
1661,8.0,a_both,miRNA
1662,4.0,a_both,miRNA
1663,15.0,a_both,miRNA
1664,13.0,a_both,miRNA
1665,11.0,a_both,miRNA
1666,5.0,a_both,miRNA
1667,7.0,a_both,miRNA
1668,9.0,a_both,miRNA
1669,12.0,a_both,miRNA
1670,7.0,a_both,miRNA
1671,6.0,a_both,miRNA
1672,10.0,a_both,miRNA
1673,6.0,a_both,miRNA
1674,12.0,a_both,miRNA
1675,7.0,a_both,miRNA
1676,4.0,a_both,miRNA
1677,16.0,a_both,miRNA
1678,10.0,a_both,miRNA
1679,17.0,a_both,miRNA
1680,12.0,a_both,miRNA
1681,12.0,a_both,miRNA
1682,6.0,a_both,miRNA
1683,12.0,a_both,miRNA
1684,0.0,a_both,miRNA
1685,9.0,a_both,miRNA
1686,9.0,a_both,miRNA
1687,10.0,a_both,miRNA
1688,18.0,a_both,miRNA
1689,10.0,a_both,miRNA
1690,17.0,a_both,miRNA
1691,4.0,a_both,miRNA
1692,8.0,a_both,miRNA
1693,8.0,a_both,miRNA
1694,14.0,a_both,miRNA
1695,10.0,a_both,miRNA
1696,9.0,a_both,miRNA
1697,8.0,a_both,miRNA
1698,10.0,a_both,miRNA
1699,14.0,a_both,miRNA
1700,11.0,a_both,miRNA
1701,9.0,a_both,miRNA
1702,5.0,a_both,miRNA
1703,11.0,a_both,miRNA
1704,8.0,a_both,miRNA
1705,6.0,a_both,miRNA
1706,6.0,a_both,miRNA
1707,4.0,a_both,miRNA
1708,10.0,a_both,miRNA
1709,7.0,a_both,miRNA
1710,6.0,a_both,miRNA
1711,4.0,a_both,miRNA
1712,10.0,a_both,miRNA
1713,6.0,a_both,miRNA
1714,20.0,a_both,miRNA
1715,8.0,a_both,miRNA
1716,13.0,a_both,miRNA
1717,18.0,a_both,miRNA
1718,12.0,a_both,miRNA
1719,2.0,a_both,miRNA
1720,10.0,a_both,miRNA
1721,12.0,a_both,miRNA
1722,13.0,a_both,miRNA
1723,4.0,a_both,miRNA
1724,12.0,a_both,miRNA
1725,3.0,a_both,miRNA
1726,13.0,a_both,miRNA
1727,2.0,a_both,miRNA
1728,14.0,a_both,miRNA
1729,9.0,a_both,miRNA
1730,16.0,a_both,miRNA
1731,9.0,a_both,miRNA
1732,11.0,a_both,miRNA
1733,4.0,a_both,miRNA
1734,5.0,a_both,miRNA
1735,8.0,a_both,miRNA
1736,16.0,a_both,miRNA
1737,9.0,a_both,miRNA
1738,10.0,a_both,miRNA
1739,12.0,a_both,miRNA
1740,16.0,a_both,miRNA
1741,11.0,a_both,miRNA
1742,15.0,a_both,miRNA
1743,5.0,a_both,miRNA
1744,4.0,a_both,miRNA
1745,6.0,a_both,miRNA
1746,8.0,a_both,miRNA
1747,4.0,a_both,miRNA
1748,19.0,a_both,miRNA
1749,2.0,a_both,miRNA
1750,8.0,a_both,miRNA
1751,10.0,a_both,miRNA
1752,14.0,a_both,miRNA
1753,6.0,a_both,miRNA
1754,6.0,a_both,miRNA
1755,13.0,a_both,miRNA
1756,6.0,a_both,miRNA
1757,10.0,a_both,miRNA
1758,16.0,a_both,miRNA
1759,12.0,a_both,miRNA
1760,11.0,a_both,miRNA
1761,4.0,a_both,miRNA
1762,6.0,a_both,miRNA
1763,10.0,a_both,miRNA
1764,1.0,a_both,miRNA
1765,14.0,a_both,miRNA
1766,6.0,a_both,miRNA
1767,9.0,a_both,miRNA
1768,4.0,a_both,miRNA
1769,17.0,a_both,miRNA
1770,7.0,a_both,miRNA
1771,6.0,a_both,miRNA
1772,9.0,a_both,miRNA
1773,12.0,a_both,miRNA
1774,10.0,a_both,miRNA
1775,11.0,a_both,miRNA
1776,3.0,a_both,miRNA
1777,6.0,a_both,miRNA
1778,7.0,a_both,miRNA
1779,8.0,a_both,miRNA
1780,10.0,a_both,miRNA
1781,9.0,a_both,miRNA
1782,16.0,a_both,miRNA
1783,6.0,a_both,miRNA
1784,9.0,a_both,miRNA
1785,8.0,a_both,miRNA
1786,10.0,a_both,miRNA
1787,4.0,a_both,miRNA
1788,9.0,a_both,miRNA
1789,7.0,a_both,miRNA
1790,11.0,a_both,miRNA
1791,16.0,a_both,miRNA
1792,18.0,a_both,miRNA
1793,8.0,a_both,miRNA
1794,10.0,a_both,miRNA
1795,15.0,a_both,miRNA
1796,14.0,a_both,miRNA
1797,12.0,a_both,miRNA
1798,11.0,a_both,miRNA
1799,5.0,a_both,miRNA
1800,17.0,a_both,miRNA
1801,12.0,a_both,miRNA
1802,2.0,a_both,miRNA
1803,7.0,a_both,miRNA
1804,14.0,a_both,miRNA
1805,0.0,a_both,miRNA
1806,5.0,a_both,miRNA
1807,6.0,a_both,miRNA
1808,13.0,a_both,miRNA
1809,12.0,a_both,miRNA
1810,1.0,a_both,miRNA
1811,13.0,a_both,miRNA
1812,2.0,a_both,miRNA
1813,8.0,a_both,miRNA
1814,9.0,a_both,miRNA
1815,5.0,a_both,miRNA
1816,3.0,a_both,miRNA
1817,9.0,a_both,miRNA
1818,4.0,a_both,miRNA
1819,10.0,a_both,miRNA
1820,8.0,a_both,miRNA
1821,7.0,a_both,miRNA
1822,12.0,a_both,miRNA
1823,6.0,a_both,miRNA
1824,12.0,a_both,miRNA
1825,10.0,a_both,miRNA
1826,2.0,a_both,miRNA
1827,2.0,a_both,miRNA
1828,21.0,a_both,miRNA
1829,15.0,a_both,miRNA
1830,18.0,a_both,miRNA
1831,0.0,a_both,miRNA
1832,13.0,a_both,miRNA
1833,6.0,a_both,miRNA
1834,3.0,a_both,miRNA
1835,6.0,a_both,miRNA
1836,8.0,a_both,miRNA
1837,13.0,a_both,miRNA
1838,11.0,a_both,miRNA
1839,6.0,a_both,miRNA
1840,6.0,a_both,miRNA
1841,14.0,a_both,miRNA
1842,8.0,a_both,miRNA
1843,15.0,a_both,miRNA
1844,8.0,a_both,miRNA
1845,6.0,a_both,miRNA
1846,9.0,a_both,miRNA
1847,8.0,a_both,miRNA
1848,14.0,a_both,miRNA
1849,10.0,a_both,miRNA
1850,8.0,a_both,miRNA
1851,13.0,a_both,miRNA
1852,10.0,a_both,miRNA
1853,16.0,a_both,miRNA
1854,8.0,a_both,miRNA
1855,2.0,a_both,miRNA
1856,2.0,a_both,miRNA
1857,10.0,a_both,miRNA
1858,13.0,a_both,miRNA
1859,19.0,a_both,miRNA
1860,12.0,a_both,miRNA
1861,4.0,a_both,miRNA
1862,6.0,a_both,miRNA
1863,4.0,a_both,miRNA
1864,12.0,a_both,miRNA
1865,13.0,a_both,miRNA
1866,11.0,a_both,miRNA
1867,16.0,a_both,miRNA
1868,14.0,a_both,miRNA
1869,11.0,a_both,miRNA
1870,11.0,a_both,miRNA
1871,5.0,a_both,miRNA
1872,8.0,a_both,miRNA
1873,10.0,a_both,miRNA
1874,16.0,a_both,miRNA
1875,14.0,a_both,miRNA
1876,19.0,a_both,miRNA
1877,9.0,a_both,miRNA
1878,6.0,a_both,miRNA
1879,9.0,a_both,miRNA
1880,8.0,a_both,miRNA
1881,10.0,a_both,miRNA
1882,9.0,a_both,miRNA
1883,4.0,a_both,miRNA
1884,10.0,a_both,miRNA
1885,4.0,a_both,miRNA
1886,7.0,a_both,miRNA
1887,8.0,a_both,miRNA
1888,8.0,a_both,miRNA
1889,6.0,a_both,miRNA
1890,9.0,a_both,miRNA
1891,5.0,a_both,miRNA
1892,2.0,a_both,miRNA
1893,6.0,a_both,miRNA
1894,13.0,a_both,miRNA
1895,2.0,a_both,miRNA
1896,8.0,a_both,miRNA
1897,4.0,a_both,miRNA
1898,9.0,a_both,miRNA
1899,13.0,a_both,miRNA
1900,11.0,a_both,miRNA
1901,10.0,a_both,miRNA
1902,2.0,a_both,miRNA
1903,16.0,a_both,miRNA
1904,8.0,a_both,miRNA
1905,12.0,a_both,miRNA
1906,16.0,a_both,miRNA
1907,8.0,a_both,miRNA
1908,9.0,a_both,miRNA
1909,2.0,a_both,miRNA
1910,6.0,a_both,miRNA
1911,6.0,a_both,miRNA
1912,5.0,a_both,miRNA
1913,5.0,a_both,miRNA
1914,9.0,a_both,miRNA
1915,18.0,a_both,miRNA
1916,3.0,a_both,miRNA
1917,6.0,a_both,miRNA
1918,1.0,a_both,miRNA
1919,5.0,a_both,miRNA
1920,8.0,a_both,miRNA
1921,10.0,a_both,miRNA
1922,7.0,a_both,miRNA
1923,12.0,a_both,miRNA
1924,9.0,a_both,miRNA
1925,12.0,a_both,miRNA
1926,12.0,a_both,miRNA
1927,11.0,a_both,miRNA
1928,10.0,a_both,miRNA
1929,11.0,a_both,miRNA
1930,19.0,a_both,miRNA
1931,8.0,a_both,miRNA
1932,8.0,a_both,miRNA
1933,2.0,a_both,miRNA
1934,6.0,a_both,miRNA
1935,8.0,a_both,miRNA
1936,8.0,a_both,miRNA
1937,12.0,a_both,miRNA
1938,7.0,a_both,miRNA
1939,2.0,a_both,miRNA
1940,8.0,a_both,miRNA
1941,2.0,a_both,miRNA
1942,6.0,a_both,miRNA
1943,14.0,a_both,miRNA
1944,7.0,a_both,miRNA
1945,8.0,a_both,miRNA
1946,6.0,a_both,miRNA
1947,6.0,a_both,miRNA
1948,9.0,a_both,miRNA
1949,11.0,a_both,miRNA
1950,13.0,a_both,miRNA
1951,12.0,a_both,miRNA
1952,12.0,a_both,miRNA
1953,16.0,a_both,miRNA
1954,9.0,a_both,miRNA
1955,8.0,a_both,miRNA
1956,3.0,a_both,miRNA
1957,3.0,a_both,miRNA
1958,0.0,a_both,miRNA
1959,3.0,a_both,miRNA
1960,4.0,a_both,miRNA
1961,6.0,a_both,miRNA
1962,11.0,a_both,miRNA
1963,4.0,a_both,miRNA
1964,6.0,a_both,miRNA
1965,16.0,a_both,miRNA
1966,5.0,a_both,miRNA
1967,1.0,a_both,miRNA
1968,15.0,a_both,miRNA
1969,7.0,a_both,miRNA
1970,13.0,a_both,miRNA
1971,12.0,a_both,miRNA
1972,4.0,a_both,miRNA
1973,13.0,a_both,miRNA
1974,11.0,a_both,miRNA
1975,16.0,a_both,miRNA
1976,3.0,a_both,miRNA
1977,7.0,a_both,miRNA
1978,2.0,a_both,miRNA
1979,11.0,a_both,miRNA
1980,8.0,a_both,miRNA
1981,9.0,a_both,miRNA
1982,6.0,a_both,miRNA
1983,8.0,a_both,miRNA
1984,18.0,a_both,miRNA
1985,16.0,a_both,miRNA
1986,10.0,a_both,miRNA
1987,7.0,a_both,miRNA
1988,4.0,a_both,miRNA
1989,5.0,a_both,miRNA
1990,17.0,a_both,miRNA
1991,8.0,a_both,miRNA
1992,4.0,a_both,miRNA
1993,2.0,a_both,miRNA
1994,10.0,a_both,miRNA
1995,9.0,a_both,miRNA
1996,7.0,a_both,miRNA
1997,16.0,a_both,miRNA
1998,6.0,a_both,miRNA
1999,9.0,a_both,miRNA
2000,11.0,a_both,miRNA
2001,7.0,a_both,miRNA
2002,13.0,a_both,miRNA
2003,7.0,a_both,miRNA
2004,9.0,a_both,miRNA
2005,6.0,a_both,miRNA
2006,7.0,a_both,miRNA
2007,16.0,a_both,miRNA
2008,17.0,a_both,miRNA
2009,3.0,a_both,miRNA
2010,13.0,a_both,miRNA
2011,11.0,a_both,miRNA
2012,10.0,a_both,miRNA
2013,6.0,a_both,miRNA
2014,6.0,a_both,miRNA
2015,13.0,a_both,miRNA
2016,15.0,a_both,miRNA
2017,11.0,a_both,miRNA
2018,17.0,a_both,miRNA
2019,16.0,a_both,miRNA
2020,8.0,a_both,miRNA
2021,12.0,a_both,miRNA
2022,12.0,a_both,miRNA
2023,6.0,a_both,miRNA
2024,4.0,a_both,miRNA
2025,16.0,a_both,miRNA
2026,10.0,a_both,miRNA
2027,8.0,a_both,miRNA
2028,15.0,a_both,miRNA
2029,9.0,a_both,miRNA
2030,8.0,a_both,miRNA
2031,4.0,a_both,miRNA
2032,17.0,a_both,miRNA
2033,8.0,a_both,miRNA
2034,14.0,a_both,miRNA
2035,13.0,a_both,miRNA
2036,7.0,a_both,miRNA
2037,20.0,a_both,miRNA
2038,8.0,a_both,miRNA
2039,3.0,a_both,miRNA
2040,7.0,a_both,miRNA
2041,7.0,a_both,miRNA
2042,15.0,a_both,miRNA
2043,13.0,a_both,miRNA
2044,8.0,a_both,miRNA
2045,12.0,a_both,miRNA
2046,5.0,a_both,miRNA
2047,9.0,a_both,miRNA
2048,8.0,a_both,miRNA
2049,17.0,a_both,miRNA
2050,18.0,a_both,miRNA
2051,9.0,a_both,miRNA
2052,2.0,a_both,miRNA
2053,9.0,a_both,miRNA
2054,13.0,a_both,miRNA
2055,5.0,a_both,miRNA
2056,8.0,a_both,miRNA
2057,6.0,a_both,miRNA
2058,8.0,a_both,miRNA
2059,0.0,a_both,miRNA
2060,19.0,a_both,miRNA
2061,9.0,a_both,miRNA
2062,6.0,a_both,miRNA
2063,10.0,a_both,miRNA
2064,5.0,a_both,miRNA
2065,4.0,a_both,miRNA
2066,19.0,a_both,miRNA
2067,12.0,a_both,miRNA
2068,4.0,a_both,miRNA
2069,2.0,a_both,miRNA
2070,17.0,a_both,miRNA
2071,25.0,a_both,miRNA
2072,15.0,a_both,miRNA
2073,9.0,a_both,miRNA
2074,10.0,a_both,miRNA
2075,8.0,a_both,miRNA
2076,8.0,a_both,miRNA
2077,10.0,a_both,miRNA
2078,20.0,a_both,miRNA
2079,2.0,a_both,miRNA
2080,8.0,a_both,miRNA
2081,13.0,a_both,miRNA
2082,6.0,a_both,miRNA
2083,13.0,a_both,miRNA
2084,10.0,a_both,miRNA
2085,8.0,a_both,miRNA
2086,2.0,a_both,miRNA
2087,4.0,a_both,miRNA
2088,13.0,a_both,miRNA
2089,8.0,a_both,miRNA
2090,8.0,a_both,miRNA
2091,19.0,a_both,miRNA
2092,12.0,a_both,miRNA
2093,8.0,a_both,miRNA
2094,12.0,a_both,miRNA
2095,8.0,a_both,miRNA
2096,8.0,a_both,miRNA
2097,10.0,a_both,miRNA
2098,3.0,a_both,miRNA
2099,8.0,a_both,miRNA
2100,2.0,a_both,miRNA
2101,13.0,a_both,miRNA
2102,7.0,a_both,miRNA
2103,2.0,a_both,miRNA
2104,12.0,a_both,miRNA
2105,10.0,a_both,miRNA
2106,14.0,a_both,miRNA
2107,8.0,a_both,miRNA
2108,13.0,a_both,miRNA
2109,8.0,a_both,miRNA
2110,6.0,a_both,miRNA
2111,13.0,a_both,miRNA
2112,4.0,a_both,miRNA
2113,10.0,a_both,miRNA
2114,6.0,a_both,miRNA
2115,18.0,a_both,miRNA
2116,5.0,a_both,miRNA
2117,15.0,a_both,miRNA
2118,12.0,a_both,miRNA
2119,13.0,a_both,miRNA
2120,7.0,a_both,miRNA
2121,0.0,a_both,miRNA
2122,12.0,a_both,miRNA
2123,11.0,a_both,miRNA
2124,8.0,a_both,miRNA
2125,10.0,a_both,miRNA
2126,8.0,a_both,miRNA
2127,14.0,a_both,miRNA
2128,12.0,a_both,miRNA
2129,7.0,a_both,miRNA
2130,13.0,a_both,miRNA
2131,7.0,a_both,miRNA
2132,14.0,a_both,miRNA
2133,10.0,a_both,miRNA
2134,3.0,a_both,miRNA
2135,4.0,a_both,miRNA
2136,10.0,a_both,miRNA
2137,13.0,a_both,miRNA
2138,10.0,a_both,miRNA
2139,2.0,a_both,miRNA
2140,2.0,a_both,miRNA
2141,17.0,a_both,miRNA
2142,5.0,a_both,miRNA
2143,11.0,a_both,miRNA
2144,15.0,a_both,miRNA
2145,2.0,a_both,miRNA
2146,4.0,a_both,miRNA
2147,14.0,a_both,miRNA
2148,8.0,a_both,miRNA
2149,6.0,a_both,miRNA
2150,17.0,a_both,miRNA
2151,12.0,a_both,miRNA
2152,4.0,a_both,miRNA
2153,4.0,a_both,miRNA
2154,6.0,a_both,miRNA
2155,6.0,a_both,miRNA
2156,6.0,a_both,miRNA
2157,11.0,a_both,miRNA
2158,3.0,a_both,miRNA
2159,14.0,a_both,miRNA
2160,5.0,a_both,miRNA
2161,10.0,a_both,miRNA
2162,7.0,a_both,miRNA
2163,6.0,a_both,miRNA
2164,15.0,a_both,miRNA
2165,8.0,a_both,miRNA
2166,13.0,a_both,miRNA
2167,8.0,a_both,miRNA
2168,9.0,a_both,miRNA
2169,8.0,a_both,miRNA
2170,10.0,a_both,miRNA
2171,0.0,a_both,miRNA
2172,16.0,a_both,miRNA
2173,13.0,a_both,miRNA
2174,13.0,a_both,miRNA
2175,8.0,a_both,miRNA
2176,8.0,a_both,miRNA
2177,2.0,a_both,miRNA
2178,13.0,a_both,miRNA
2179,10.0,a_both,miRNA
2180,2.0,a_both,miRNA
2181,17.0,a_both,miRNA
2182,14.0,a_both,miRNA
2183,10.0,a_both,miRNA
2184,9.0,a_both,miRNA
2185,2.0,a_both,miRNA
2186,10.0,a_both,miRNA
2187,4.0,a_both,miRNA
2188,8.0,a_both,miRNA
2189,13.0,a_both,miRNA
2190,9.0,a_both,miRNA
2191,13.0,a_both,miRNA
2192,14.0,a_both,miRNA
2193,9.0,a_both,miRNA
2194,6.0,a_both,miRNA
2195,11.0,a_both,miRNA
2196,6.0,a_both,miRNA
2197,4.0,a_both,miRNA
2198,6.0,a_both,miRNA
2199,3.0,a_both,miRNA
2200,6.0,a_both,miRNA
2201,10.0,a_both,miRNA
2202,13.0,a_both,miRNA
2203,2.0,a_both,miRNA
2204,10.0,a_both,miRNA
2205,8.0,a_both,miRNA
2206,16.0,a_both,miRNA
2207,10.0,a_both,miRNA
2208,5.0,a_both,miRNA
2209,17.0,a_both,miRNA
2210,6.0,a_both,miRNA
2211,8.0,a_both,miRNA
2212,4.0,a_both,miRNA
2213,4.0,a_both,miRNA
2214,0.0,a_both,miRNA
2215,8.0,a_both,miRNA
2216,8.0,a_both,miRNA
2217,4.0,a_both,miRNA
2218,18.0,a_both,miRNA
2219,10.0,a_both,miRNA
2220,16.0,a_both,miRNA
2221,9.0,a_both,miRNA
2222,4.0,a_both,miRNA
2223,4.0,a_both,miRNA
2224,12.0,a_both,miRNA
2225,12.0,a_both,miRNA
2226,8.0,a_both,miRNA
2227,8.0,a_both,miRNA
2228,8.0,a_both,miRNA
2229,2.0,a_both,miRNA
2230,11.0,a_both,miRNA
2231,17.0,a_both,miRNA
2232,3.0,a_both,miRNA
2233,8.0,a_both,miRNA
2234,0.0,a_both,miRNA
2235,20.0,a_both,miRNA
2236,11.0,a_both,miRNA
2237,15.0,a_both,miRNA
2238,2.0,a_both,miRNA
2239,11.0,a_both,miRNA
2240,6.0,a_both,miRNA
2241,14.0,a_both,miRNA
2242,10.0,a_both,miRNA
2243,6.0,a_both,miRNA
2244,13.0,a_both,miRNA
2245,2.0,a_both,miRNA
2246,11.0,a_both,miRNA
2247,12.0,a_both,miRNA
2248,6.0,a_both,miRNA
2249,8.0,a_both,miRNA
2250,8.0,a_both,miRNA
2251,12.0,a_both,miRNA
2252,11.0,a_both,miRNA
2253,6.0,a_both,miRNA
2254,8.0,a_both,miRNA
2255,11.0,a_both,miRNA
2256,8.0,a_both,miRNA
2257,8.0,a_both,miRNA
2258,11.0,a_both,miRNA
2259,6.0,a_both,miRNA
2260,14.0,a_both,miRNA
2261,6.0,a_both,miRNA
2262,12.0,a_both,miRNA
2263,10.0,a_both,miRNA
2264,13.0,a_both,miRNA
2265,1.0,a_both,miRNA
2266,14.0,a_both,miRNA
2267,10.0,a_both,miRNA
2268,8.0,a_both,miRNA
2269,7.0,a_both,miRNA
2270,8.0,a_both,miRNA
2271,5.0,a_both,miRNA
2272,0.0,a_both,miRNA
2273,8.0,a_both,miRNA
2274,5.0,a_both,miRNA
2275,4.0,a_both,miRNA
2276,4.0,a_both,miRNA
2277,10.0,a_both,miRNA
2278,0.0,a_both,miRNA
2279,14.0,a_both,miRNA
2280,7.0,a_both,miRNA
2281,11.0,a_both,miRNA
2282,11.0,a_both,miRNA
2283,9.0,a_both,miRNA
2284,7.0,a_both,miRNA
2285,4.0,a_both,miRNA
2286,11.0,a_both,miRNA
2287,22.0,a_both,miRNA
2288,13.0,a_both,miRNA
2289,12.0,a_both,miRNA
2290,13.0,a_both,miRNA
2291,8.0,a_both,miRNA
2292,10.0,a_both,miRNA
2293,2.0,a_both,miRNA
2294,4.0,a_both,miRNA
2295,8.0,a_both,miRNA
2296,19.0,a_both,miRNA
2297,0.0,a_both,miRNA
2298,12.0,a_both,miRNA
2299,9.0,a_both,miRNA
2300,12.0,a_both,miRNA
2301,1.0,a_both,miRNA
2302,5.0,a_both,miRNA
2303,12.0,a_both,miRNA
2304,15.0,a_both,miRNA
2305,7.0,a_both,miRNA
2306,15.0,a_both,miRNA
2307,9.0,a_both,miRNA
2308,13.0,a_both,miRNA
2309,13.0,a_both,miRNA
2310,8.0,a_both,miRNA
2311,8.0,a_both,miRNA
2312,2.0,a_both,miRNA
2313,7.0,a_both,miRNA
2314,11.0,a_both,miRNA
2315,8.0,a_both,miRNA
2316,14.0,a_both,miRNA
2317,6.0,a_both,miRNA
2318,8.0,a_both,miRNA
2319,13.0,a_both,miRNA
2320,11.0,a_both,miRNA
2321,4.0,a_both,miRNA
2322,17.0,a_both,miRNA
2323,6.0,a_both,miRNA
2324,9.0,a_both,miRNA
2325,11.0,a_both,miRNA
2326,13.0,a_both,miRNA
2327,4.0,a_both,miRNA
2328,6.0,a_both,miRNA
2329,4.0,a_both,miRNA
2330,16.0,a_both,miRNA
2331,9.0,a_both,miRNA
2332,3.0,a_both,miRNA
2333,8.0,a_both,miRNA
2334,9.0,a_both,miRNA
2335,15.0,a_both,miRNA
2336,13.0,a_both,miRNA
2337,20.0,a_both,miRNA
2338,15.0,a_both,miRNA
2339,10.0,a_both,miRNA
2340,12.0,a_both,miRNA
2341,13.0,a_both,miRNA
2342,8.0,a_both,miRNA
2343,4.0,a_both,miRNA
2344,7.0,a_both,miRNA
2345,12.0,a_both,miRNA
2346,14.0,a_both,miRNA
2347,2.0,a_both,miRNA
2348,9.0,a_both,miRNA
2349,7.0,a_both,miRNA
2350,11.0,a_both,miRNA
2351,7.0,a_both,miRNA
2352,14.0,a_both,miRNA
2353,16.0,a_both,miRNA
2354,21.0,a_both,miRNA
2355,7.0,a_both,miRNA
2356,6.0,a_both,miRNA
2357,9.0,a_both,miRNA
2358,6.0,a_both,miRNA
2359,6.0,a_both,miRNA
2360,2.0,a_both,miRNA
2361,7.0,a_both,miRNA
2362,14.0,a_both,miRNA
2363,5.0,a_both,miRNA
2364,4.0,a_both,miRNA
2365,0.0,a_both,miRNA
2366,11.0,a_both,miRNA
2367,4.0,a_both,miRNA
2368,12.0,a_both,miRNA
2369,12.0,a_both,miRNA
2370,16.0,a_both,miRNA
2371,12.0,a_both,miRNA
2372,2.0,a_both,miRNA
2373,8.0,a_both,miRNA
2374,15.0,a_both,miRNA
2375,2.0,a_both,miRNA
2376,8.0,a_both,miRNA
2377,12.0,a_both,miRNA
2378,2.0,a_both,miRNA
2379,13.0,a_both,miRNA
2380,8.0,a_both,miRNA
2381,10.0,a_both,miRNA
2382,1.0,a_both,miRNA
2383,8.0,a_both,miRNA
2384,4.0,a_both,miRNA
2385,10.0,a_both,miRNA
2386,6.0,a_both,miRNA
2387,14.0,a_both,miRNA
2388,23.0,a_both,miRNA
2389,10.0,a_both,miRNA
2390,10.0,a_both,miRNA
2391,4.0,a_both,miRNA
2392,14.0,a_both,miRNA
2393,12.0,a_both,miRNA
2394,13.0,a_both,miRNA
2395,15.0,a_both,miRNA
2396,12.0,a_both,miRNA
2397,13.0,a_both,miRNA
2398,3.0,a_both,miRNA
2399,6.0,a_both,miRNA
2400,2.0,a_both,miRNA
2401,11.0,a_both,miRNA
2402,4.0,a_both,miRNA
2403,11.0,a_both,miRNA
2404,13.0,a_both,miRNA
2405,13.0,a_both,miRNA
2406,3.0,a_both,miRNA
2407,12.0,a_both,miRNA
2408,16.0,a_both,miRNA
2409,0.0,a_both,miRNA
2410,8.0,a_both,miRNA
2411,8.0,a_both,miRNA
2412,14.0,a_both,miRNA
2413,7.0,a_both,miRNA
2414,0.0,a_both,miRNA
2415,21.0,a_both,miRNA
2416,7.0,a_both,miRNA
2417,4.0,a_both,miRNA
2418,26.0,a_both,miRNA
2419,18.0,a_both,miRNA
2420,7.0,a_both,miRNA
2421,19.0,a_both,miRNA
2422,18.0,a_both,miRNA
2423,3.0,a_both,miRNA
2424,12.0,a_both,miRNA
2425,10.0,a_both,miRNA
2426,5.0,a_both,miRNA
2427,6.0,a_both,miRNA
2428,8.0,a_both,miRNA
2429,8.0,a_both,miRNA
2430,6.0,a_both,miRNA
2431,10.0,a_both,miRNA
2432,2.0,a_both,miRNA
2433,10.0,a_both,miRNA
2434,7.0,a_both,miRNA
2435,5.0,a_both,miRNA
2436,9.0,a_both,miRNA
2437,2.0,a_both,miRNA
2438,10.0,a_both,miRNA
2439,10.0,a_both,miRNA
2440,12.0,a_both,miRNA
2441,1.0,a_both,miRNA
2442,16.0,a_both,miRNA
2443,8.0,a_both,miRNA
2444,6.0,a_both,miRNA
2445,15.0,a_both,miRNA
2446,8.0,a_both,miRNA
2447,13.0,a_both,miRNA
2448,22.0,a_both,miRNA
2449,12.0,a_both,miRNA
2450,4.0,a_both,miRNA
2451,3.0,a_both,miRNA
2452,12.0,a_both,miRNA
2453,9.0,a_both,miRNA
2454,12.0,a_both,miRNA
2455,8.0,a_both,miRNA
2456,6.0,a_both,miRNA
2457,5.0,a_both,miRNA
2458,13.0,a_both,miRNA
2459,13.0,a_both,miRNA
2460,6.0,a_both,miRNA
2461,4.0,a_both,miRNA
2462,2.0,a_both,miRNA
2463,4.0,a_both,miRNA
2464,13.0,a_both,miRNA
2465,9.0,a_both,miRNA
2466,15.0,a_both,miRNA
2467,21.0,a_both,miRNA
2468,0.0,a_both,miRNA
2469,13.0,a_both,miRNA
2470,10.0,a_both,miRNA
2471,9.0,a_both,miRNA
2472,12.0,a_both,miRNA
2473,7.0,a_both,miRNA
2474,4.0,a_both,miRNA
2475,2.0,a_both,miRNA
2476,11.0,a_both,miRNA
2477,21.0,a_both,miRNA
2478,10.0,a_both,miRNA
